id_restaurante;nome_restaurante;customer_id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
3;Aroma da Cidade;251;Pedro Ribeiro;597.084.163-39;M;23/09/2002;1;;False;;;25/04/2024 21:31;lorenzo19;27/10/2024 21:31;lorena00;5,51E+12;cunhagustavo-henrique@uol.com.br
3;Aroma da Cidade;252;Brenda das Neves;358.219.476-00;F;03/09/1958;1;;True;16/01/2025 11:03;rochaarthur;03/05/2024 11:03;pedro-miguelgoncalves;16/01/2025 11:03;daniel17;5,51E+12;esther37@uol.com.br
3;Aroma da Cidade;253;Sophia GonÃ§alves;792.601.435-43;F;10/09/1978;2;DS3QSQCQ;False;;;08/02/2024 04:52;ppeixoto;31/10/2024 04:52;nicolasgoncalves;5,55E+12;idas-neves@yahoo.com.br
3;Aroma da Cidade;254;Clarice AragÃ£o;078.394.162-50;M;09/04/1973;1;;False;;;31/01/2024 10:56;sbarros;11/02/2024 10:56;alicia51;5,55E+12;beatriz69@yahoo.com.br
3;Aroma da Cidade;255;Daniela Azevedo;240.685.173-71;O;15/10/1993;1;;False;;;15/05/2024 08:51;pduarte;21/06/2024 08:51;leandrobarros;5,57E+12;pedro-henriquealves@hotmail.com
3;Aroma da Cidade;256;Erick Oliveira;92.106.387/0001-83;M;31/08/1951;2;;False;;;30/04/2024 22:36;nda-paz;30/05/2024 22:36;joanacampos;5,57E+12;kamilly24@gmail.com
3;Aroma da Cidade;257;Henrique Ribeiro;367.489.021-69;F;11/01/1967;2;;False;;;16/10/2023 02:23;fsouza;10/03/2024 02:23;epeixoto;5,54E+12;ana-vitoria48@ig.com.br
3;Aroma da Cidade;258;Gabriela Monteiro;810.452.763-08;;18/07/2004;2;C85E4E9O;True;08/09/2024 04:49;maria-eduardasilveira;26/02/2024 04:49;naraujo;08/09/2024 04:49;natalia20;5,51E+12;renan71@gmail.com
3;Aroma da Cidade;259;Fernando Viana;83.916.502/0001-94;M;21/08/1991;2;;True;15/03/2024 05:33;luiz-henrique26;22/11/2023 05:33;da-matamarcela;15/03/2024 05:33;nicolasfogaca;5,53E+12;nunescaroline@bol.com.br
3;Aroma da Cidade;260;Lorenzo Cardoso;902.318.467-03;;16/02/1964;1;IMJ70E3P;False;;;31/03/2024 14:06;vitor-gabriel93;03/01/2025 14:06;bferreira;5,51E+12;yrezende@gmail.com
3;Aroma da Cidade;261;JoÃ£o Felipe da Costa;386.175.249-28;M;31/10/1965;1;VQY5IBPT;False;;;27/07/2024 06:44;njesus;04/08/2024 06:44;sarah74;5,51E+12;mourajoao-guilherme@gmail.com
3;Aroma da Cidade;262;JoÃ£o Pedro Mendes;329.784.056-00;O;04/05/1979;1;;False;;;22/07/2024 17:58;joao-gabrielfernandes;19/08/2024 17:58;duartenathan;5,57E+12;ada-conceicao@ig.com.br
3;Aroma da Cidade;263;Alexia Fernandes;986.731.205-86;O;22/10/2000;1;;False;;;13/07/2024 20:50;joao-vitor81;03/05/2025 20:50;maria-fernanda99;5,53E+12;bryancastro@gmail.com
3;Aroma da Cidade;264;Dra. Pietra Nogueira;59.486.271/0001-41;F;16/03/1959;2;KC856WPR;True;10/04/2024 23:14;ferreiragabriel;28/01/2024 23:14;bnogueira;10/04/2024 23:14;luanamartins;5,58E+12;andrecostela@gmail.com
3;Aroma da Cidade;265;Luiz Felipe Santos;02.536.981/0001-11;O;26/11/1948;2;;True;27/08/2024 12:46;vnascimento;14/02/2024 12:46;zviana;27/08/2024 12:46;juliada-paz;5,54E+12;lcampos@ig.com.br
3;Aroma da Cidade;266;Sra. Fernanda Correia;173.805.296-68;F;15/12/1976;2;;False;;;10/03/2024 07:50;cunhaevelyn;25/05/2024 07:50;gomesbianca;5,55E+12;giovanna30@ig.com.br
3;Aroma da Cidade;267;Samuel Barros;147.602.598-30;F;05/04/1966;2;;False;;;05/01/2024 08:35;lara37;29/04/2024 08:35;sarahramos;5,58E+12;cfarias@gmail.com
3;Aroma da Cidade;268;Marcelo da Costa;598.726.041-85;;29/01/1988;1;;False;;;26/10/2023 03:41;rebeca62;08/08/2024 03:41;joao-felipe22;5,57E+12;camilalopes@uol.com.br
3;Aroma da Cidade;269;Daniel Costela;654.132.709-25;O;25/07/1949;1;74D0GJYV;False;;;02/03/2024 14:55;lavinia49;04/07/2024 14:55;luiz-otavio85;5,53E+12;lucas-gabriel11@ig.com.br
3;Aroma da Cidade;270;Rafaela Nunes;34.965.827/0001-51;F;18/03/1961;2;H6K6HG00;True;05/02/2024 00:59;stephanysales;01/11/2023 00:59;diego44;05/02/2024 00:59;maria-alicebarbosa;5,51E+12;gabriela94@gmail.com
3;Aroma da Cidade;271;Isadora Rezende;03.698.742/0001-20;F;18/07/2006;2;;False;;;22/07/2024 17:28;cavalcantilivia;24/03/2025 17:28;alana28;5,53E+12;jesusenrico@bol.com.br
3;Aroma da Cidade;272;Maria CecÃ­lia Silva;037.264.158-07;O;13/08/1947;2;;True;12/10/2024 17:19;caldeiramaria-sophia;04/01/2024 17:19;leticia16;12/10/2024 17:19;laismartins;5,55E+12;erickpereira@hotmail.com
3;Aroma da Cidade;273;JoÃ£o Guilherme Dias;958.074.613-39;O;12/09/1978;2;M5Q201LH;False;;;01/04/2024 20:22;aliciamendes;30/12/2024 20:22;antoniodas-neves;5,55E+12;egoncalves@bol.com.br
3;Aroma da Cidade;274;Evelyn Porto;379.108.645-66;F;26/07/1953;1;;True;31/08/2024 07:14;camila17;02/02/2024 07:14;leonardo42;31/08/2024 07:14;pda-paz;5,51E+12;vporto@uol.com.br
3;Aroma da Cidade;275;Eduardo Freitas;540.981.673-01;;25/09/1982;2;;False;;;10/10/2023 01:46;nina65;20/02/2024 01:46;sofiamelo;5,55E+12;enzo-gabrielcampos@uol.com.br
3;Aroma da Cidade;276;Lorena Rodrigues;265.710.498-30;;11/07/1968;1;;False;;;01/12/2023 23:10;luana01;10/03/2024 23:10;enrico26;5,58E+12;carolinecostela@hotmail.com
3;Aroma da Cidade;277;Dr. Pedro Pires;374.092.865-47;O;02/01/1981;2;;False;;;14/04/2024 16:25;lmendes;20/01/2025 16:25;carvalholevi;5,58E+12;obarbosa@bol.com.br
3;Aroma da Cidade;278;Alexia da Rosa;36.875.412/0001-12;;04/07/1966;2;;False;;;26/07/2024 05:38;maria-julia72;02/04/2025 05:38;nicole50;5,53E+12;augusto52@hotmail.com
3;Aroma da Cidade;279;Maria Sophia Carvalho;534.821.069-24;;09/09/1950;1;7TXCB48Y;True;05/06/2024 02:38;melosabrina;08/12/2023 02:38;antoniocardoso;05/06/2024 02:38;ddas-neves;5,53E+12;kfarias@gmail.com
3;Aroma da Cidade;280;Alexandre Pereira;381.029.574-41;F;05/08/1954;1;;False;;;26/07/2024 14:45;vitorrocha;29/07/2024 14:45;souzajoao-miguel;5,52E+12;sarahfarias@uol.com.br
3;Aroma da Cidade;281;JoÃ£o Vitor Viana;501.736.928-77;;17/06/1982;2;CW76XATO;False;;;04/07/2024 09:53;hda-mata;19/09/2024 09:53;luiz-felipepires;5,54E+12;rmartins@bol.com.br
3;Aroma da Cidade;282;Ana Laura Lima;53.247.106/0001-50;O;09/12/2005;1;SZP7G7SI;True;07/07/2024 06:29;gustavorodrigues;10/10/2023 06:29;barroscaroline;07/07/2024 06:29;ralmeida;5,54E+12;lazevedo@yahoo.com.br
3;Aroma da Cidade;283;Mirella AragÃ£o;985.423.761-37;O;22/08/2006;2;;True;24/02/2025 11:22;aliciapires;31/05/2024 11:22;araujobenjamin;24/02/2025 11:22;kaiquedias;5,55E+12;camposluiz-felipe@ig.com.br
3;Aroma da Cidade;284;Arthur AragÃ£o;723.968.015-03;;01/06/1967;2;;True;14/04/2024 21:56;joanada-luz;05/03/2024 21:56;kjesus;14/04/2024 21:56;bpeixoto;5,53E+12;alexandreazevedo@bol.com.br
3;Aroma da Cidade;285;Sra. Ana Sophia da Rocha;96.702.143/0001-14;F;30/03/1990;2;Y4X41DNT;False;;;10/05/2024 04:48;vinicius73;11/09/2024 04:48;nunesvitor-gabriel;5,58E+12;wcampos@gmail.com
3;Aroma da Cidade;286;BenÃ­cio Mendes;23.087.614/0001-58;M;10/07/1995;2;;False;;;25/10/2023 13:37;xaraujo;29/10/2023 13:37;nathancarvalho;5,57E+12;joao-vitor77@gmail.com
3;Aroma da Cidade;287;Ryan Cunha;198.542.360-05;M;21/11/1976;1;;True;05/09/2024 06:55;dteixeira;20/03/2024 06:55;mjesus;05/09/2024 06:55;ryanmelo;5,58E+12;da-pazalexandre@ig.com.br
3;Aroma da Cidade;288;Vitor Gabriel Vieira;01.794.836/0001-78;;20/10/1953;2;;False;;;01/01/2024 00:10;ana-vitoria01;18/04/2024 00:10;oliveiraana-julia;5,55E+12;mariana45@gmail.com
3;Aroma da Cidade;289;Murilo Souza;913.058.476-01;O;07/07/1959;1;;True;28/11/2023 20:35;caue77;21/10/2023 20:35;sabrinada-paz;28/11/2023 20:35;renanduarte;5,52E+12;peixotomaria-julia@yahoo.com.br
3;Aroma da Cidade;290;Thales Duarte;562.748.013-08;F;21/04/1955;1;1ZOCFI4O;True;21/05/2024 10:18;isaac21;12/12/2023 10:18;das-nevesbreno;21/05/2024 10:18;oda-rosa;5,56E+12;melojoao-guilherme@hotmail.com
3;Aroma da Cidade;291;LaÃ­s Novaes;735.106.294-34;F;23/08/1971;1;;True;16/10/2024 17:00;pereiraana;30/04/2024 17:00;sophienascimento;16/10/2024 17:00;ecastro;5,58E+12;correiamaria-cecilia@bol.com.br
3;Aroma da Cidade;292;Sra. Isis da Luz;286.907.351-86;;19/03/1951;1;4M18O1BJ;True;09/10/2024 06:19;luiz-henriquesilveira;15/04/2024 06:19;alvesigor;09/10/2024 06:19;manuelamelo;5,56E+12;rochaana-luiza@ig.com.br
3;Aroma da Cidade;293;Pedro Miguel Sales;523.048.769-00;;25/10/1956;2;GVN1KICJ;False;;;26/03/2024 18:01;novaesbernardo;02/12/2024 18:01;hsales;5,58E+12;eduardo44@ig.com.br
3;Aroma da Cidade;294;Emanuel Nascimento;86.172.549/0001-89;O;22/09/1959;2;DALMJEGQ;True;16/05/2024 08:27;da-matabryan;28/02/2024 08:27;pedro-lucascardoso;16/05/2024 08:27;paulo87;5,53E+12;teixeiraerick@yahoo.com.br
3;Aroma da Cidade;295;Sra. Carolina Peixoto;953.108.762-86;M;17/11/1959;1;MDVLNKND;True;23/01/2025 05:08;caiogomes;06/05/2024 05:08;luizadias;23/01/2025 05:08;bryan52;5,59E+12;luiz-gustavo81@bol.com.br
3;Aroma da Cidade;296;Catarina Almeida;129.875.430-50;F;21/03/1961;2;;True;09/09/2024 01:51;da-costamaria-fernanda;08/05/2024 01:51;kfernandes;09/09/2024 01:51;luiz-miguelsilveira;5,58E+12;lavinia15@hotmail.com
3;Aroma da Cidade;297;Dra. AlÃ­cia Fernandes;854.673.192-64;O;08/04/1963;2;FGJK2N7Z;True;17/02/2024 14:28;otavio59;08/12/2023 14:28;nicole63;17/02/2024 14:28;maria94;5,53E+12;costelaemilly@gmail.com
3;Aroma da Cidade;298;Srta. Raquel Costela;129.360.457-70;F;29/10/1994;2;;False;;;13/04/2024 07:48;vieirafernando;22/07/2024 07:48;piresbarbara;5,56E+12;nda-conceicao@uol.com.br
3;Aroma da Cidade;299;Juan Silva;926.143.507-61;;11/10/1962;2;PP3XVKVZ;False;;;06/10/2023 09:40;da-luzvitor-gabriel;25/04/2024 09:40;da-cunhamiguel;5,51E+12;ribeiroalexandre@hotmail.com
3;Aroma da Cidade;300;Isis Pires;956.480.371-39;;22/01/1982;2;KZRUIN3O;True;13/09/2024 19:17;liviaalmeida;06/04/2024 19:17;fariassamuel;13/09/2024 19:17;yaragao;5,56E+12;luiz-miguelsilva@uol.com.br
3;Aroma da Cidade;301;AndrÃ© Costa;530.916.724-25;F;30/03/1976;1;8QZPKY32;True;31/08/2024 00:06;nicolas25;17/11/2023 00:06;ndias;31/08/2024 00:06;anthonysantos;5,51E+12;daniela84@ig.com.br
3;Aroma da Cidade;302;Daniela Martins;951.370.628-12;O;17/06/1946;1;JFPNQVUT;True;20/11/2024 16:04;freitaslevi;10/03/2024 16:04;cardosovitor-gabriel;20/11/2024 16:04;sophiaferreira;5,53E+12;enzo49@bol.com.br
3;Aroma da Cidade;303;Manuela Rocha;386.274.901-04;O;23/05/2001;1;;True;28/01/2025 09:47;aragaoalexandre;28/06/2024 09:47;melissa63;28/01/2025 09:47;pintoheitor;5,52E+12;igor79@ig.com.br
3;Aroma da Cidade;304;Esther das Neves;982.735.016-12;O;15/12/1973;1;XB9YO18P;True;21/03/2024 05:59;luiz-felipe65;15/11/2023 05:59;milena58;21/03/2024 05:59;diogo34;5,55E+12;moraeslucca@hotmail.com
3;Aroma da Cidade;305;JÃºlia Souza;973.425.086-83;F;28/09/1962;2;;False;;;07/10/2023 20:54;sduarte;26/11/2023 20:54;costelajoao-felipe;5,58E+12;brunonogueira@yahoo.com.br
3;Aroma da Cidade;306;Enrico Peixoto;174.863.520-44;F;25/02/1976;2;;True;13/09/2024 01:38;gabriel84;26/02/2024 01:38;tcarvalho;13/09/2024 01:38;maria-alicefogaca;5,55E+12;ccavalcanti@gmail.com
3;Aroma da Cidade;307;Gabrielly Barros;568.274.301-62;;14/03/1994;1;E7FLQHRR;False;;;13/10/2023 07:32;moreiraaugusto;16/06/2024 07:32;calebe32;5,51E+12;fernando09@gmail.com
3;Aroma da Cidade;308;Pietra Ribeiro;654.790.213-70;O;11/06/2004;1;;False;;;21/03/2024 22:36;benjamin08;07/11/2024 22:36;marcos-viniciusfogaca;5,53E+12;pedro35@ig.com.br
3;Aroma da Cidade;309;Lorena da Rosa;019.437.852-79;O;03/12/1993;1;YF9IGFU8;True;01/09/2024 19:32;samuel96;05/07/2024 19:32;gda-rosa;01/09/2024 19:32;santosraquel;5,58E+12;luiz-otavioribeiro@uol.com.br
3;Aroma da Cidade;310;Davi FogaÃ§a;176.054.239-34;F;28/09/1973;2;;False;;;01/01/2024 19:38;cunhamaria-alice;26/07/2024 19:38;lucas-gabriel78;5,55E+12;yagoda-mata@yahoo.com.br
3;Aroma da Cidade;311;Sabrina Gomes;49.601.583/0001-03;F;20/07/2003;2;VNZH13CD;True;19/03/2024 09:41;daniela21;05/03/2024 09:41;castrovitoria;19/03/2024 09:41;nataliada-paz;5,54E+12;luna27@uol.com.br
3;Aroma da Cidade;312;Ana Beatriz AraÃºjo;856.713.490-01;F;08/05/1960;2;;True;02/08/2024 06:45;cramos;29/04/2024 06:45;larissacardoso;02/08/2024 06:45;iramos;5,58E+12;da-conceicaoryan@hotmail.com
3;Aroma da Cidade;313;Ana Sophia Cavalcanti;625.937.814-91;;24/04/1947;2;VWVM4W3Z;False;;;17/11/2023 00:44;ana-claradias;30/03/2024 00:44;pedro-henrique42;5,55E+12;uferreira@uol.com.br
3;Aroma da Cidade;314;Felipe da Costa;167.450.289-30;O;31/01/1991;1;;True;10/03/2024 06:59;marcelafarias;27/01/2024 06:59;andreda-cunha;10/03/2024 06:59;vieiramurilo;5,56E+12;jesusluiz-miguel@ig.com.br
3;Aroma da Cidade;315;Dr. Murilo Ramos;097.158.246-76;O;03/04/1963;1;SPENGWYX;True;08/06/2024 10:15;brenda26;04/01/2024 10:15;rafaelaribeiro;08/06/2024 10:15;das-nevespietro;5,57E+12;anarocha@yahoo.com.br
3;Aroma da Cidade;316;Maria Eduarda Ribeiro;051.672.398-77;O;24/03/1953;1;;False;;;10/12/2023 01:15;tmoreira;19/09/2024 01:15;pedro-lucassilva;5,57E+12;eduardosouza@ig.com.br
4;Bistrô Francês;317;Nina Rodrigues;74.081.592/0001-50;M;01/09/1988;2;;False;;;15/12/2023 10:29;vitor-hugopereira;24/05/2024 10:29;vicentegoncalves;5,58E+12;bianca03@uol.com.br
4;Bistrô Francês;318;Augusto Oliveira;061.847.293-22;;17/06/1982;2;;True;11/06/2024 11:55;sabrinarezende;07/10/2023 11:55;uvieira;11/06/2024 11:55;joao-pedrovieira;5,51E+12;arthurcardoso@uol.com.br
4;Bistrô Francês;319;Helena Dias;567.904.218-58;;24/11/1963;2;GU2HBIK2;False;;;10/03/2024 16:00;gda-costa;16/11/2024 16:00;zmonteiro;5,53E+12;caiofernandes@uol.com.br
4;Bistrô Francês;320;Marcelo da Rosa;725.306.891-21;M;11/11/1996;1;JT9T11PH;True;18/01/2025 10:50;salesmaria;10/05/2024 10:50;da-rosamarcos-vinicius;18/01/2025 10:50;luigi78;5,54E+12;steixeira@bol.com.br
4;Bistrô Francês;321;Rafael da ConceiÃ§Ã£o;51.839.264/0001-74;F;30/04/1998;2;5BJ5D5E3;True;07/05/2024 21:19;luiz-miguelcardoso;16/03/2024 21:19;mirellaramos;07/05/2024 21:19;manuela12;5,55E+12;fariasesther@hotmail.com
4;Bistrô Francês;322;Srta. Maria da Rosa;64.380.271/0001-00;;30/06/1965;1;W232UTVG;True;20/06/2024 06:48;maria-fernanda13;24/12/2023 06:48;teixeiranina;20/06/2024 06:48;maria-juliarezende;5,54E+12;maria-sophiavieira@bol.com.br
4;Bistrô Francês;323;Srta. Maria da Costa;914.852.730-05;O;14/05/2007;1;;True;29/11/2024 04:51;stellacostela;03/07/2024 04:51;yfogaca;29/11/2024 04:51;fariasmaria-sophia;5,52E+12;paulo92@gmail.com
4;Bistrô Francês;324;Felipe FogaÃ§a;65.184.207/0001-09;O;26/10/1958;1;;False;;;25/11/2023 10:22;rodrigueslucas;22/06/2024 10:22;esantos;5,52E+12;maysabarros@ig.com.br
4;Bistrô Francês;325;Fernanda Nunes;287.635.910-30;O;24/04/1988;1;;False;;;02/07/2024 04:22;benicio50;07/09/2024 04:22;oaragao;5,58E+12;vfogaca@bol.com.br
4;Bistrô Francês;326;Stephany Porto;271.035.948-05;O;09/05/2006;2;;True;11/02/2025 12:02;kcaldeira;25/07/2024 12:02;erick96;11/02/2025 12:02;nviana;5,58E+12;lcaldeira@hotmail.com
4;Bistrô Francês;327;JoÃ£o Vitor Gomes;091.643.752-34;M;06/12/1953;2;;False;;;26/02/2024 11:27;agathacarvalho;14/10/2024 11:27;maria41;5,55E+12;enzo-gabrielpereira@hotmail.com
4;Bistrô Francês;328;Helena Teixeira;503.961.742-99;O;21/09/1976;2;8LA100QX;True;10/09/2024 00:27;ramosana-beatriz;21/04/2024 00:27;joao-gabriel16;10/09/2024 00:27;cunhaluiz-fernando;5,55E+12;da-motacamila@uol.com.br
4;Bistrô Francês;329;OtÃ¡vio da Cruz;47.016.982/0001-73;;15/09/1979;1;83RLKTE4;True;22/03/2024 21:28;lucasda-conceicao;19/02/2024 21:28;iporto;22/03/2024 21:28;dda-paz;5,55E+12;ana-livia77@hotmail.com
4;Bistrô Francês;330;Sra. Ana LÃ­via Fernandes;204.853.169-51;;17/04/1959;1;;False;;;14/02/2024 06:29;thalesgoncalves;09/03/2024 06:29;da-conceicaoyuri;5,53E+12;davi89@ig.com.br
4;Bistrô Francês;331;Yago Nogueira;359.846.270-00;M;23/02/1956;2;;True;09/02/2024 00:34;rnunes;21/11/2023 00:34;hpeixoto;09/02/2024 00:34;beatriz56;5,56E+12;hpeixoto@hotmail.com
4;Bistrô Francês;332;Dr. Davi Lucas Lima;12.034.567/0001-68;O;25/11/1953;1;55DMCXXB;False;;;21/12/2023 08:20;lda-mota;26/02/2024 08:20;da-cruzemanuel;5,58E+12;da-pazthales@bol.com.br
4;Bistrô Francês;333;Sofia Melo;74.138.062/0001-09;F;10/10/1952;2;XZAREIYA;True;05/11/2024 17:39;barbosasofia;02/06/2024 17:39;ebarbosa;05/11/2024 17:39;mirella49;5,58E+12;mouracaua@bol.com.br
4;Bistrô Francês;334;HeloÃ­sa Souza;96.125.873/0001-08;;17/01/2002;1;RID3DNKN;True;21/12/2024 22:01;maria-sophiamonteiro;29/06/2024 22:01;vitoria65;21/12/2024 22:01;ibarbosa;5,58E+12;waraujo@bol.com.br
4;Bistrô Francês;335;Ana Laura Campos;307.856.124-08;F;31/05/1969;1;TAXP0WFO;True;28/09/2024 06:32;jcavalcanti;22/07/2024 06:32;nmartins;28/09/2024 06:32;nina64;5,58E+12;cavalcantienzo-gabriel@yahoo.com.br
4;Bistrô Francês;336;Maria Cunha;97.013.526/0001-48;M;03/07/2000;1;;True;07/02/2025 09:51;rochamatheus;26/06/2024 09:51;cunhapedro-lucas;07/02/2025 09:51;valves;5,58E+12;agathaferreira@yahoo.com.br
4;Bistrô Francês;337;AndrÃ© Moura;325.789.640-92;;25/07/1993;2;;True;29/01/2024 03:36;umoraes;27/11/2023 03:36;ycastro;29/01/2024 03:36;carvalhoemilly;5,58E+12;isabellapires@gmail.com
4;Bistrô Francês;338;JoÃ£o Pires;43.601.725/0001-48;F;18/12/1996;2;;True;26/08/2024 12:47;cunhajuliana;18/03/2024 12:47;alvesolivia;26/08/2024 12:47;salesana-luiza;5,55E+12;cdias@uol.com.br
4;Bistrô Francês;339;Danilo Peixoto;891.470.235-97;O;12/11/1986;1;4XKSS0KB;True;23/07/2024 02:53;sophiaduarte;10/06/2024 02:53;martinsisabel;23/07/2024 02:53;monteiroguilherme;5,58E+12;beatriznunes@yahoo.com.br
4;Bistrô Francês;340;Danilo Moura;643.709.851-10;F;04/04/1993;2;;False;;;04/01/2024 17:25;wmoura;13/09/2024 17:25;brenda50;5,58E+12;alicecostela@ig.com.br
4;Bistrô Francês;341;Maria VitÃ³ria Moura;253.416.708-17;M;24/05/1998;2;7E4UNY18;False;;;07/06/2024 13:57;kevinmendes;13/07/2024 13:57;eduarda79;5,53E+12;pedro-miguel28@yahoo.com.br
4;Bistrô Francês;342;Isabelly da Rosa;340.976.285-00;M;19/09/1980;1;;True;03/09/2024 22:56;marinamoura;28/07/2024 22:56;luana05;03/09/2024 22:56;rafaela68;5,57E+12;caue47@ig.com.br
4;Bistrô Francês;343;Leandro Martins;603.795.284-10;M;10/12/1945;2;;False;;;13/01/2024 14:20;yda-mota;02/05/2024 14:20;thiagoda-rocha;5,52E+12;gda-costa@yahoo.com.br
4;Bistrô Francês;344;Dr. Paulo Ferreira;426.378.915-64;;23/03/1955;2;ZCTWJLSH;False;;;17/04/2024 12:33;duartekamilly;10/09/2024 12:33;rcorreia;5,52E+12;evelyncunha@gmail.com
4;Bistrô Francês;345;Marcelo das Neves;654.791.208-67;M;03/12/1968;2;Z04CDPQV;False;;;03/12/2023 02:49;yasmin58;02/09/2024 02:49;fcaldeira;5,52E+12;augustocosta@uol.com.br
4;Bistrô Francês;346;Sophia Azevedo;480.315.967-00;F;14/06/1958;1;;True;29/04/2024 21:23;diasana-luiza;31/01/2024 21:23;luigicampos;29/04/2024 21:23;joao-felipe74;5,58E+12;nataliacardoso@hotmail.com
4;Bistrô Francês;347;CauÃ£ Oliveira;73.148.962/0001-66;O;14/12/1962;1;N050E6MP;False;;;06/12/2023 09:37;vnovaes;16/08/2024 09:37;stephanypires;5,55E+12;camposana-beatriz@ig.com.br
4;Bistrô Francês;348;Ana Gomes;126.084.753-53;M;23/11/1984;2;;True;26/05/2024 05:16;vitor-hugofreitas;24/04/2024 05:16;wporto;26/05/2024 05:16;onogueira;5,56E+12;wrocha@hotmail.com
4;Bistrô Francês;349;Sra. Laura da Cunha;021.687.953-12;;29/12/1946;1;;True;14/12/2024 13:20;viniciusfarias;28/03/2024 13:20;qsilveira;14/12/2024 13:20;kamillyda-rocha;5,52E+12;da-cunhajulia@yahoo.com.br
4;Bistrô Francês;350;Milena da Mata;128.369.075-68;M;29/03/1993;1;;True;13/05/2024 13:41;costelaheitor;23/02/2024 13:41;nunesmanuela;13/05/2024 13:41;camila96;5,56E+12;vianaanthony@gmail.com
4;Bistrô Francês;351;Carolina da ConceiÃ§Ã£o;794.802.153-14;M;23/09/2002;1;BN7G8B2Z;False;;;31/12/2023 11:28;sarah64;16/09/2024 11:28;tbarbosa;5,58E+12;sofia93@gmail.com
4;Bistrô Francês;352;Sr. Thales Nogueira;849.103.527-32;F;13/03/1955;2;6L3UEYBI;True;14/01/2025 10:11;giovanna96;14/06/2024 10:11;limajoana;14/01/2025 10:11;murilorocha;5,52E+12;cda-mata@uol.com.br
4;Bistrô Francês;353;Maria Fernanda Jesus;24.017.953/0001-20;M;23/08/1975;2;;True;14/05/2024 01:57;camilada-paz;21/04/2024 01:57;augustojesus;14/05/2024 01:57;ramosnina;5,54E+12;costelarenan@bol.com.br
4;Bistrô Francês;354;NatÃ¡lia Martins;809.751.364-10;;23/02/1993;1;;True;28/06/2024 09:53;tgomes;21/01/2024 09:53;kdias;28/06/2024 09:53;fcastro;5,52E+12;duarteheitor@hotmail.com
4;Bistrô Francês;355;Ana Beatriz Barbosa;936.127.805-30;O;10/08/1968;1;;True;05/06/2024 01:10;alice70;24/02/2024 01:10;faraujo;05/06/2024 01:10;lucca10;5,52E+12;dmartins@gmail.com
4;Bistrô Francês;356;Olivia Silva;358.691.420-24;;13/06/2007;1;;False;;;31/03/2024 22:42;moraesgabrielly;05/10/2024 22:42;isadora48;5,51E+12;xaragao@yahoo.com.br
4;Bistrô Francês;357;BÃ¡rbara Souza;43.792.108/0001-77;F;05/11/1983;1;;True;19/04/2025 05:39;pda-mata;14/07/2024 05:39;marianeramos;19/04/2025 05:39;tmoura;5,57E+12;barbosaana@bol.com.br
4;Bistrô Francês;358;Emanuel da Costa;951.463.287-73;O;11/05/1972;1;;True;02/05/2024 06:02;barbosapedro-lucas;06/10/2023 06:02;felipe43;02/05/2024 06:02;monteiroeduardo;5,56E+12;qbarbosa@gmail.com
4;Bistrô Francês;359;Lucas Sales;26.479.381/0001-27;;05/04/1991;2;;False;;;10/02/2024 21:11;souzamarcos-vinicius;10/02/2024 21:11;fernandesnathan;5,54E+12;efogaca@hotmail.com
4;Bistrô Francês;360;Bruno Melo;691.320.457-43;F;29/12/1996;2;;True;26/02/2024 03:28;marinanogueira;13/11/2023 03:28;bianca38;26/02/2024 03:28;igor36;5,52E+12;sviana@uol.com.br
4;Bistrô Francês;361;Matheus Moura;30.276.491/0001-69;F;15/06/1957;2;D76SZN9D;False;;;11/04/2024 20:38;maria-sophia97;11/05/2024 20:38;maitemoraes;5,54E+12;lucas11@bol.com.br
4;Bistrô Francês;362;Sr. JoÃ£o Vitor Correia;278.690.145-67;;03/03/2005;1;;True;24/07/2024 21:26;danielmelo;09/11/2023 21:26;isaac50;24/07/2024 21:26;elisa96;5,56E+12;lopesbruna@ig.com.br
4;Bistrô Francês;363;Igor Teixeira;037.195.824-50;F;25/06/1996;1;;False;;;20/05/2024 15:28;bnogueira;06/03/2025 15:28;fferreira;5,54E+12;maria63@bol.com.br
4;Bistrô Francês;364;Dra. Brenda da Cunha;71.684.329/0001-67;;14/09/1958;2;;True;06/06/2024 01:12;razevedo;25/01/2024 01:12;maria-aliceporto;06/06/2024 01:12;davi-lucas63;5,54E+12;olivia83@ig.com.br
4;Bistrô Francês;365;Felipe Nascimento;908.176.524-85;M;03/07/1992;1;E1DDQLEM;True;22/09/2024 07:06;mourajuan;04/02/2024 07:06;xrocha;22/09/2024 07:06;maria-juliavieira;5,53E+12;lfernandes@gmail.com
4;Bistrô Francês;366;Paulo Carvalho;356.087.421-17;;21/09/1954;2;;True;11/11/2024 22:39;peixotodavi;28/07/2024 22:39;samuel08;11/11/2024 22:39;souzarebeca;5,54E+12;thales20@hotmail.com
4;Bistrô Francês;367;Sr. Enrico Mendes;679.234.150-99;O;23/04/1972;1;;False;;;19/11/2023 08:16;dmoraes;04/01/2024 08:16;joaquimcaldeira;5,57E+12;maria52@yahoo.com.br
