id_restaurante;nome_restaurante;id;jobId;campaignId;storeId;storeInstanceId;customer_id; phoneNumber ;scheduledAt;sendAt;status;message;response;createdAt;createdBy;updatedAt;updatedBy
1;A Casa da Massa;141;141;1826;8GRCBDUKF9;Y68M3069;589;5.531.933.747.639,00;16/03/2025 20:49;16/03/2025 20:49;6;Facere culpa recusandae ex necessitatibus provident tempora pariatur vitae eius.;Illum consectetur iure delectus sint adipisci iure esse.;16/03/2025 09:11;lcarvalho;17/03/2025 09:17;gabrielapereira
1;A Casa da Massa;142;142;1020;ZUUC0FB139;23BJEH7T;188;5.541.969.583.765,00;29/08/2025 03:31;29/08/2025 05:48;4;Veniam ex voluptatem nulla excepturi pariatur ducimus quos quidem enim nihil quam consequatur.;Ullam ratione et autem rerum nemo deleniti est.;28/08/2025 08:42;anthonysilveira;29/08/2025 17:57;zda-cunha
1;A Casa da Massa;143;143;1059;CCUVU4HDPB;ZA5XDVTM;840;5.541.966.573.904,00;13/08/2025 01:35;13/08/2025 02:29;3;Expedita delectus pariatur at excepturi quo iusto assumenda tenetur laborum similique.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;12/08/2025 16:17;fernandesdavi;13/08/2025 18:40;silveiragabriel
1;A Casa da Massa;144;144;279;K2ZJRN0DKP;TI9SEDRR;22;5.581.998.954.656,00;06/07/2025 22:57;06/07/2025 22:59;4;Fugiat recusandae assumenda necessitatibus nihil amet soluta fuga assumenda nobis sunt dolor autem.;Illum consectetur iure delectus sint adipisci iure esse.;06/07/2025 15:08;ian24;06/07/2025 21:11;joao-guilherme45
1;A Casa da Massa;145;145;1224;BJF40K5YRL;P05YQCMV;815;5.584.953.014.154,00;28/04/2025 14:35;28/04/2025 14:35;1;Odit aliquid commodi a nihil doloribus nemo sequi libero quisquam a excepturi a excepturi.;Illum consectetur iure delectus sint adipisci iure esse.;28/04/2025 07:32;araujoryan;28/04/2025 22:07;maria00
1;A Casa da Massa;146;146;1666;E22EM9MI0J;KKVFTJD8;848;5.584.962.102.320,00;24/05/2025 15:34;24/05/2025 15:34;1;Sit consequatur veniam aut dolore accusantium ipsa fuga.;Nisi corporis nobis itaque laudantium.;23/05/2025 19:09;souzahelena;24/05/2025 18:57;jcunha
1;A Casa da Massa;147;147;1972;Q5M4TU0SGE;UE8VDZLK;248;5.581.993.734.928,00;24/12/2024 00:07;24/12/2024 02:40;2;Dicta nesciunt ab aliquam commodi tempore tenetur rerum tempore explicabo quaerat explicabo quo quasi reiciendis perspiciatis.;Magni distinctio dolorem facere earum.;23/12/2024 22:26;da-cruzenzo-gabriel;24/12/2024 06:22;lda-paz
1;A Casa da Massa;148;148;969;38O5ZJTBMV;7UANC1D0;781;5.541.985.980.562,00;28/05/2025 05:49;28/05/2025 07:33;3;Iure eum aperiam ipsum eaque doloribus beatae corrupti eum deleniti quis.;Illum consectetur iure delectus sint adipisci iure esse.;27/05/2025 20:01;barbosabruno;28/05/2025 21:37;rodrigooliveira
1;A Casa da Massa;149;149;406;T374KITP9M;QNBHH298;669;5.511.995.457.201,00;27/03/2025 05:02;27/03/2025 05:02;1;Accusamus sapiente similique unde et quam dolores magni vero cumque expedita.;Illum consectetur iure delectus sint adipisci iure esse.;26/03/2025 14:23;ana-juliaaragao;27/03/2025 01:01;vviana
1;A Casa da Massa;150;150;593;LLYPC97C9W;7JCKLI4U;87;5.581.910.755.772,00;22/02/2025 10:04;22/02/2025 10:04;6;Totam reiciendis deleniti error perspiciatis non consectetur reiciendis sint.;A optio blanditiis eum facere quo deleniti natus.;22/02/2025 07:50;unascimento;23/02/2025 07:53;marianemendes
1;A Casa da Massa;151;151;1191;6UCCR5IKJS;T3H2VXR8;515;5.571.962.458.543,00;22/07/2025 08:01;22/07/2025 08:01;1;Impedit nemo commodi exercitationem reprehenderit quas dolore consectetur facilis iste error quis.;Illum consectetur iure delectus sint adipisci iure esse.;21/07/2025 14:34;da-motavitor;22/07/2025 16:17;theooliveira
1;A Casa da Massa;152;152;630;R75XP0O1TC;O1SCJ6HN;862;5.561.976.616.885,00;25/02/2025 14:57;25/02/2025 15:14;2;Dicta iste quod animi ullam qui quo facilis eius voluptate perspiciatis maxime tenetur voluptates fugiat.;Explicabo itaque non perferendis incidunt accusantium minus inventore reprehenderit tenetur nam.;25/02/2025 04:17;joaocunha;26/02/2025 07:42;csantos
1;A Casa da Massa;153;153;592;1MXGVLZQG5;GJDEU6LV;385;5.531.986.707.287,00;06/10/2024 20:35;06/10/2024 22:38;2;Distinctio voluptatibus earum nobis veritatis vel occaecati numquam minus.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;06/10/2024 12:33;doliveira;06/10/2024 13:13;oalmeida
1;A Casa da Massa;154;154;1186;HTB3LULVFZ;58732P4I;199;5.511.921.202.010,00;10/11/2024 02:45;10/11/2024 03:13;3;Eveniet vel beatae voluptates odio iste ipsa error odio voluptatibus ex non commodi iste provident.;Illum consectetur iure delectus sint adipisci iure esse.;10/11/2024 00:18;eduardocavalcanti;10/11/2024 14:04;cunhaisabel
1;A Casa da Massa;155;155;581;J9QG0YCN6U;9MR4G6RL;564;5.541.936.293.121,00;07/10/2024 07:46;07/10/2024 08:39;4;Ab veritatis laborum temporibus assumenda praesentium quis.;Illum consectetur iure delectus sint adipisci iure esse.;06/10/2024 20:35;diasana-livia;07/10/2024 05:34;xporto
1;A Casa da Massa;156;156;1650;O0UHACRGR6;F5IJ0CTK;731;5.561.902.803.921,00;22/06/2025 15:02;22/06/2025 16:45;5;Deserunt temporibus voluptate accusantium exercitationem corrupti autem nemo similique debitis similique.;;22/06/2025 14:11;murilo06;23/06/2025 11:50;maria-eduarda40
1;A Casa da Massa;157;157;596;ZPNIM8DGX9;VU7J1LQT;133;5.561.936.150.015,00;31/10/2024 11:09;31/10/2024 11:09;1;Cum enim blanditiis similique praesentium reprehenderit facilis explicabo dicta est sequi numquam.;;31/10/2024 09:34;yurisilva;31/10/2024 13:28;bcostela
1;A Casa da Massa;158;158;878;3TSN7OQCHL;I9GFBHIZ;71;5.581.984.633.068,00;23/07/2025 18:45;23/07/2025 18:45;1;Expedita qui dolorem tenetur tempora quae consectetur.;;23/07/2025 05:36;catarina05;23/07/2025 10:10;luiz-miguelalves
1;A Casa da Massa;159;159;1037;M148P71QDK;J9VGN6KH;739;5.521.925.740.553,00;19/06/2025 06:39;19/06/2025 06:39;6;Provident at in reiciendis vero vitae nulla illum expedita quaerat voluptates esse facere facere ea.;;18/06/2025 08:24;theo01;18/06/2025 10:45;maysa29
1;A Casa da Massa;160;160;1498;Z0Q3JBG7EQ;37KQBBS7;455;5.561.990.072.828,00;02/11/2024 16:14;02/11/2024 18:48;4;Illo incidunt voluptates dolorum doloribus fugiat rerum quasi.;;02/11/2024 03:17;maria52;03/11/2024 10:39;joao-guilherme58
1;A Casa da Massa;161;161;1943;SOIVSERRT8;K29N2P3O;799;5.584.922.036.222,00;30/08/2025 22:42;30/08/2025 22:42;6;Corrupti reiciendis voluptate eaque officia in sed dicta.;Necessitatibus porro quia recusandae molestias illo placeat.;29/08/2025 23:11;brodrigues;31/08/2025 07:37;emilly48
1;A Casa da Massa;162;162;971;38N4YHIY7O;OSXS6KYI;555;5.531.989.632.373,00;17/01/2025 12:57;17/01/2025 15:49;5;Ad quod sint consequuntur alias voluptatum at.;;17/01/2025 02:35;julia98;17/01/2025 22:33;raul93
1;A Casa da Massa;163;163;1281;M9CXCOXAXW;GUI1BLKE;634;5.581.978.323.639,00;08/05/2025 19:43;08/05/2025 21:54;5;Autem provident labore asperiores eligendi doloremque porro eaque aliquid recusandae in itaque.;;07/05/2025 21:21;da-costavitor-hugo;08/05/2025 21:54;correiaemanuelly
1;A Casa da Massa;164;164;1205;1EJZ4QW8RN;LT66FE10;250;5.531.923.511.275,00;28/05/2025 06:00;28/05/2025 08:13;2;Ipsam ex ipsum delectus ad quod dolorem aliquid voluptas facilis inventore.;Aut recusandae laudantium repellendus nostrum facilis eveniet non.;27/05/2025 08:40;evelyndas-neves;27/05/2025 11:01;da-luzluiz-otavio
1;A Casa da Massa;165;165;1661;2W855F4CPZ;70YSD4XX;932;5.531.995.801.193,00;21/03/2025 12:24;21/03/2025 15:19;3;Velit pariatur excepturi soluta voluptates corporis id libero consectetur rem facilis.;;20/03/2025 14:40;zbarros;21/03/2025 21:39;enrico95
1;A Casa da Massa;166;166;151;O68U4ASW4O;D4S5MH5X;681;5.584.963.754.987,00;18/01/2025 17:58;18/01/2025 20:44;5;Accusantium voluptates hic libero quas consectetur reprehenderit praesentium eligendi nostrum vero repudiandae unde quisquam.;;18/01/2025 09:46;da-costamaria-fernanda;18/01/2025 11:55;enzoaragao
1;A Casa da Massa;167;167;712;H25AKC6OWI;P2YALTLF;618;5.521.983.233.965,00;11/04/2025 10:59;11/04/2025 10:59;6;Laudantium ex maxime corporis minima quisquam dicta.;Voluptatibus consectetur voluptatibus quasi illum.;10/04/2025 20:06;gda-luz;11/04/2025 02:34;sarahmendes
1;A Casa da Massa;168;168;154;GYV9UTTBWI;T4PWO85Y;698;5.511.967.750.728,00;13/06/2025 16:36;13/06/2025 18:57;2;Illo officiis quis occaecati mollitia non modi dolor quia culpa voluptate.;Libero minus odit quia iusto est nulla sint tempore veritatis.;13/06/2025 02:22;nataliadias;13/06/2025 09:19;carvalhobrenda
1;A Casa da Massa;169;169;1326;37LA8VA3AG;8DUO7GSG;44;5.561.948.936.979,00;14/02/2025 09:27;14/02/2025 09:27;6;Dolore ipsam voluptatem cum voluptatum minima corporis accusamus labore.;Repellat autem fugiat unde autem error laudantium.;14/02/2025 02:18;marianapinto;15/02/2025 08:15;ana-julia00
1;A Casa da Massa;170;170;1391;4VYD5JL4NM;HJMZ5WIT;551;5.521.974.587.422,00;19/07/2025 03:56;19/07/2025 06:15;2;Ut delectus quod ratione beatae asperiores nulla maxime.;;18/07/2025 13:29;felipealves;19/07/2025 19:02;gabriel03
1;A Casa da Massa;171;171;1833;7RJCE9K8FH;33DJN4TY;879;5.541.940.459.618,00;16/06/2025 12:02;16/06/2025 12:04;2;Aut ab tempore iure officiis quae accusantium quidem maxime dicta deleniti.;Iste eveniet molestias beatae repudiandae libero provident distinctio consequuntur occaecati.;15/06/2025 15:30;eduardo91;15/06/2025 17:05;nicolasfreitas
1;A Casa da Massa;172;172;558;SWCQXSPSO5;YK0K94OK;558;5.511.994.725.598,00;08/05/2025 14:27;08/05/2025 16:55;4;Omnis dolore a error labore exercitationem ratione.;;08/05/2025 11:32;rezendeyago;08/05/2025 18:21;livia82
1;A Casa da Massa;173;173;1490;AR059I5594;L3MHPQI2;377;5.511.942.005.938,00;09/05/2025 15:59;09/05/2025 15:59;6;Quos reprehenderit explicabo hic nisi magni adipisci nobis odio consectetur.;;09/05/2025 04:55;lorenzo92;09/05/2025 06:05;kcastro
1;A Casa da Massa;174;174;1526;2KMM262MTM;AYC1Q9UG;841;5.551.917.411.895,00;01/08/2025 23:57;02/08/2025 01:11;2;Magnam debitis in quo pariatur ratione blanditiis eum ipsa pariatur nam voluptas quibusdam.;Molestias provident nesciunt quisquam labore alias natus.;01/08/2025 04:30;igor50;02/08/2025 03:00;barrosmaria-sophia
1;A Casa da Massa;175;175;1620;K5XT6MH25X;BCTTN8MJ;468;5.531.954.003.035,00;30/07/2025 10:23;30/07/2025 10:23;6;Accusamus delectus illo ab quos autem maiores exercitationem quo voluptas ipsam quaerat neque quibusdam sapiente iure.;;30/07/2025 01:18;fda-costa;30/07/2025 16:19;ana-clarapeixoto
1;A Casa da Massa;176;176;497;GD1UV8BN5Q;HXPU76GM;909;5.571.926.095.504,00;19/07/2025 20:36;19/07/2025 22:18;4;Voluptates eius explicabo veniam nesciunt voluptas placeat consequuntur veritatis recusandae quia sint atque nobis excepturi.;Quod non aut ratione dicta esse.;19/07/2025 00:28;tlima;19/07/2025 01:13;cnunes
1;A Casa da Massa;177;177;908;TOB8U0ZMY6;XFV7RDGD;526;5.581.943.312.543,00;03/03/2025 20:33;03/03/2025 22:53;4;Repudiandae eligendi consectetur aliquid quo earum numquam quidem autem quibusdam aspernatur molestiae minima.;;03/03/2025 09:09;rodriguesvitor-gabriel;04/03/2025 09:20;benjaminjesus
1;A Casa da Massa;178;178;1515;MG4EQVK7WU;C2T8XMLD;824;5.584.971.361.035,00;11/10/2024 21:23;11/10/2024 21:23;1;Doloribus explicabo quod incidunt quidem dolorum alias cumque nihil officia consectetur ad corrupti.;;11/10/2024 04:41;joao-miguel35;11/10/2024 11:52;luigi74
1;A Casa da Massa;179;179;726;4PPVEIERQ5;AQYJRQK1;893;5.571.903.431.309,00;06/10/2024 14:52;06/10/2024 14:52;1;Fugit tenetur ratione ex aspernatur ab accusamus corrupti maxime mollitia.;Odit illum nesciunt dicta quo.;06/10/2024 01:54;viniciuscorreia;07/10/2024 05:03;kjesus
1;A Casa da Massa;180;180;1301;U438QTOY2D;IUBXJ3I8;56;5.521.931.579.190,00;14/03/2025 11:45;14/03/2025 12:51;2;Ducimus quo cupiditate inventore omnis in quam.;;14/03/2025 01:10;cmoreira;15/03/2025 09:26;ccampos
1;A Casa da Massa;181;181;75;CBGHK6TTF1;W2NZ0VTS;960;5.531.952.874.160,00;25/11/2024 22:16;25/11/2024 22:16;1;Necessitatibus cupiditate eum consectetur itaque voluptates soluta non laboriosam qui eveniet provident ipsum libero.;Suscipit iure illum autem sequi tenetur optio provident.;25/11/2024 05:31;gcastro;25/11/2024 20:03;emanuellaalmeida
1;A Casa da Massa;182;182;547;GBEI0MQ2PG;YM9UC7VD;210;5.561.998.664.200,00;13/02/2025 14:54;13/02/2025 14:54;1;Eligendi reiciendis harum in iste modi blanditiis fugit eos necessitatibus eaque odio necessitatibus labore reiciendis.;Et omnis ducimus rem iusto delectus officiis porro.;13/02/2025 06:09;ninamartins;13/02/2025 17:47;maria-sophia88
1;A Casa da Massa;183;183;906;E47AZMTC7F;35UCNS03;251;5.511.985.519.789,00;10/08/2025 09:12;10/08/2025 09:43;2;Dolor a totam voluptate quisquam sequi ab natus.;Amet laudantium molestiae laborum.;09/08/2025 15:01;biancacosta;10/08/2025 06:22;maria-luiza49
1;A Casa da Massa;184;184;1163;S84WUMI4SM;851JPP46;986;5.511.987.270.681,00;27/01/2025 18:55;27/01/2025 19:55;2;Sit placeat modi doloribus odio alias distinctio error alias laborum minus ipsam nemo culpa.;;26/01/2025 19:35;ana-carolinateixeira;27/01/2025 17:55;vieiravitor-gabriel
1;A Casa da Massa;185;185;41;W2SP1HY30I;73Z4IH9G;877;5.581.906.192.613,00;19/08/2025 09:59;19/08/2025 12:14;5;Et temporibus nesciunt sed a neque ut mollitia.;;19/08/2025 00:46;vitor91;19/08/2025 07:25;ribeirocatarina
1;A Casa da Massa;186;186;1875;E10JYMSE6F;M1Q7ACXA;43;5.541.993.609.927,00;05/01/2025 05:47;05/01/2025 08:04;4;Architecto aliquid voluptatem nam corrupti voluptatem illo temporibus at voluptas sint sequi.;Hic hic necessitatibus id odit impedit tempora praesentium ea alias.;04/01/2025 16:06;tmoraes;05/01/2025 19:58;nunesvitor-hugo
1;A Casa da Massa;187;187;1608;O3QKTIXY5J;IIEMYFHZ;211;5.581.911.362.798,00;28/11/2024 10:09;28/11/2024 11:15;3;Tenetur ducimus vel fugiat autem illum provident eaque perferendis quidem repudiandae qui quidem quam vitae.;Repudiandae iste rerum fuga voluptas quaerat.;28/11/2024 07:20;rafaelviana;29/11/2024 01:39;brunocaldeira
1;A Casa da Massa;188;188;1997;CHKN3C7CA5;2KVAKJZQ;12;5.541.922.165.596,00;28/11/2024 09:30;28/11/2024 09:50;3;Pariatur voluptate at at adipisci eum cupiditate.;;28/11/2024 03:55;fcastro;29/11/2024 06:42;miguel26
1;A Casa da Massa;189;189;1821;U029D5ZT1M;R3YF0ZGI;859;5.521.984.051.953,00;13/01/2025 05:46;13/01/2025 06:26;4;Repellendus temporibus fugiat fuga nulla suscipit quibusdam tempora minima asperiores nemo.;Vero iure iste sequi saepe numquam fuga porro necessitatibus.;12/01/2025 23:42;elisacavalcanti;13/01/2025 05:08;palves
1;A Casa da Massa;190;190;1633;ZONQAH5JNY;8K5K6VVQ;93;5.541.987.746.701,00;24/03/2025 17:42;24/03/2025 19:15;4;Expedita ducimus hic cumque nemo alias cumque repellat officiis tenetur praesentium et non incidunt.;;24/03/2025 13:28;rafaela68;25/03/2025 17:39;mourasophie
1;A Casa da Massa;191;191;1587;G3LXHGOI5P;7D8XBGAB;463;5.584.939.765.780,00;24/02/2025 12:43;24/02/2025 12:43;1;Quasi deleniti voluptates voluptatibus ullam voluptas ducimus sint suscipit.;Voluptate quaerat nam occaecati corrupti doloremque esse dolorem.;24/02/2025 12:16;rafaelaragao;24/02/2025 22:18;maria-clara87
1;A Casa da Massa;192;192;1716;XXKYGBND1X;YO3XB3PN;795;5.581.920.457.275,00;25/03/2025 05:39;25/03/2025 07:04;5;Quibusdam ullam quidem esse architecto doloremque laudantium suscipit commodi possimus.;;25/03/2025 01:25;portovitor;25/03/2025 22:44;vfarias
1;A Casa da Massa;193;193;1884;WJVUVT8MHF;CO6YI8JX;61;5.551.979.021.956,00;24/09/2024 19:03;24/09/2024 19:09;3;Reprehenderit beatae labore dicta illo earum quis nobis.;;24/09/2024 13:21;luigi75;25/09/2024 20:45;freitasisaac
1;A Casa da Massa;194;194;1049;4SENOH4MCC;8JDA70SI;850;5.531.968.630.468,00;20/08/2025 00:52;20/08/2025 02:23;4;Culpa voluptates illo suscipit reprehenderit dolores enim perspiciatis laudantium.;;19/08/2025 13:24;loliveira;20/08/2025 03:35;caroline58
1;A Casa da Massa;195;195;654;A0HMWZ70G5;W5FIEEDT;862;5.561.976.616.885,00;21/08/2025 21:28;21/08/2025 21:28;1;Doloribus quo error sunt pariatur cumque deserunt dolorem tenetur dignissimos.;;21/08/2025 11:08;bryanrezende;22/08/2025 11:25;da-matacaroline
1;A Casa da Massa;196;196;1893;94CKUKEM7V;VOWMW18W;472;5.521.940.385.716,00;21/03/2025 17:28;21/03/2025 17:28;1;Porro voluptatum reprehenderit officia rerum delectus atque.;Deleniti tenetur animi totam quidem dolores tenetur voluptatum rem inventore.;20/03/2025 23:51;ana-vitoriamonteiro;21/03/2025 00:10;lorenzo24
1;A Casa da Massa;197;197;1818;9FXUMG2NOY;SDCAURSC;734;5.584.903.144.119,00;18/07/2025 23:54;19/07/2025 00:14;2;Laudantium quia expedita modi assumenda voluptatum esse voluptate.;;18/07/2025 01:06;lnovaes;18/07/2025 03:19;paulorocha
1;A Casa da Massa;198;198;1228;M43EMIV9ZW;KVVETBPR;485;5.541.929.920.635,00;18/03/2025 00:31;18/03/2025 00:31;1;Deleniti quam deleniti non sed aut quos soluta quisquam distinctio rerum voluptatibus veritatis.;Reprehenderit debitis a quas saepe.;17/03/2025 02:05;raquel86;17/03/2025 02:52;breno53
1;A Casa da Massa;199;199;1327;3SJWP4DG80;GR7ETV01;258;5.511.957.364.897,00;06/02/2025 21:13;07/02/2025 00:02;4;Neque minus eos quisquam nihil ullam ut.;;05/02/2025 21:49;afernandes;06/02/2025 08:59;freitasana-julia
1;A Casa da Massa;200;200;1500;5VNWB6TW8E;MHAMZ649;296;5.581.990.558.093,00;17/09/2024 15:32;17/09/2024 15:32;6;Maiores est laudantium cupiditate unde quis alias asperiores cupiditate accusantium fuga voluptatibus consectetur doloribus.;;16/09/2024 21:00;gustavopereira;18/09/2024 00:24;yda-luz
1;A Casa da Massa;201;201;226;JZ569PBFPW;GYQHZL12;681;5.584.963.754.987,00;17/01/2025 02:50;17/01/2025 05:43;3;Illum eos accusamus numquam porro libero quidem.;;16/01/2025 10:14;rafaelnunes;16/01/2025 16:27;saragao
1;A Casa da Massa;202;202;1958;3HZGQ61A3R;MLDBRE6Z;521;5.584.951.045.156,00;08/11/2024 11:25;08/11/2024 11:25;1;Dicta voluptatem id error amet unde veritatis necessitatibus unde.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;07/11/2024 14:10;juan00;08/11/2024 03:48;vcampos
1;A Casa da Massa;203;203;1326;CL1ZZUXMQI;U03V6EG1;276;5.584.980.538.429,00;28/10/2024 06:08;28/10/2024 06:08;1;Quidem adipisci praesentium amet accusantium iusto cumque dolorem facilis.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;27/10/2024 07:39;fcunha;27/10/2024 08:09;alexandreoliveira
1;A Casa da Massa;204;204;160;3Z7A70FB58;NX04CIZC;356;5.511.934.945.800,00;01/11/2024 18:13;01/11/2024 19:35;5;Reprehenderit odio rem tempora nam ipsa nisi quibusdam necessitatibus amet dolores.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;01/11/2024 17:02;laviniagomes;02/11/2024 03:14;pereiraraul
1;A Casa da Massa;205;205;989;36M4D86L81;IKURM0P0;28;5.541.910.322.139,00;13/01/2025 20:48;13/01/2025 22:27;2;Officia repellat nesciunt natus ratione reiciendis nisi sit qui unde dolor.;Fugit esse animi exercitationem fugit occaecati dolores.;13/01/2025 12:35;maria-eduardamoura;14/01/2025 16:38;elisa81
1;A Casa da Massa;206;206;637;4SV07FUYYQ;TFMISMKE;129;5.571.904.434.179,00;08/07/2025 16:09;08/07/2025 17:46;4;Nobis qui unde nostrum natus reprehenderit dolorem cum laboriosam quos fugiat autem.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;08/07/2025 08:56;helenaaragao;08/07/2025 16:06;heitorcunha
1;A Casa da Massa;207;207;1994;UNMDZ4RLVG;NFW8GIFE;978;5.521.934.605.562,00;20/08/2025 00:14;20/08/2025 00:14;1;Error cupiditate aliquam tenetur libero unde provident illo recusandae sunt sapiente.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;19/08/2025 02:54;alanamoura;19/08/2025 03:00;calebe40
1;A Casa da Massa;208;208;1662;KRNRUP2LON;RQAM6UWX;423;5.571.980.670.881,00;21/01/2025 03:10;21/01/2025 03:53;4;Perspiciatis voluptate ipsum quo repellat vitae reiciendis quibusdam autem harum aliquid.;Quidem blanditiis illum dolorem quibusdam et laboriosam nam quam error.;20/01/2025 20:51;ppinto;21/01/2025 08:37;wcorreia
1;A Casa da Massa;209;209;544;LBJF6OJTXB;DLZMH8FF;186;5.584.959.011.733,00;19/08/2025 06:14;19/08/2025 06:14;1;Qui eaque impedit exercitationem corrupti quo doloremque deleniti possimus ipsa.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;18/08/2025 21:59;dmoura;19/08/2025 19:50;esthermoreira
1;A Casa da Massa;210;210;847;GVELL6ESD1;SVAFPS4V;443;5.551.934.431.083,00;08/05/2025 18:07;08/05/2025 19:16;3;Exercitationem impedit culpa aspernatur earum iusto consequatur repellat odio aspernatur beatae deleniti ad vel placeat.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;08/05/2025 01:38;znovaes;08/05/2025 18:01;hdias
1;A Casa da Massa;211;211;1358;3JRJWPWGTZ;TAUJRAYB;839;5.521.934.063.812,00;06/07/2025 13:28;06/07/2025 15:17;2;Eveniet quae inventore voluptate debitis ab ut provident expedita molestiae rerum impedit.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;05/07/2025 16:11;eduardomendes;06/07/2025 08:37;marina34
1;A Casa da Massa;212;212;1610;XOFFGECH2K;3XAOA8NQ;680;5.584.998.042.732,00;02/11/2024 07:52;02/11/2024 10:19;3;Eligendi in iure optio placeat ea quam necessitatibus saepe reiciendis hic.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;01/11/2024 08:26;tporto;02/11/2024 12:42;hmelo
1;A Casa da Massa;213;213;406;RADTLJJ0Z7;D2DEY5XZ;596;5.521.972.993.346,00;21/05/2025 05:15;21/05/2025 05:15;6;Incidunt est esse aliquam minima eius provident accusantium maxime provident ipsa consectetur.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;20/05/2025 11:30;joao-guilherme89;20/05/2025 12:36;anamartins
1;A Casa da Massa;214;214;1925;QF3MJQHAWQ;Y6J1CMC8;544;5.551.999.389.997,00;14/05/2025 17:16;14/05/2025 17:54;4;Tempore possimus ducimus ex quaerat adipisci eum vero ducimus reiciendis illum harum inventore quas veritatis.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;14/05/2025 00:50;aliceduarte;14/05/2025 08:52;bsilveira
1;A Casa da Massa;215;215;1237;B4G3RJKMPX;OL4RMHAJ;585;5.584.917.360.980,00;14/01/2025 22:31;14/01/2025 23:33;5;Animi asperiores provident qui corrupti doloribus laborum tempora nostrum quis quibusdam ut magnam magnam tenetur sequi.;Cumque dicta optio facere perspiciatis molestiae quibusdam esse rem.;13/01/2025 22:56;nathanramos;15/01/2025 07:48;luiz-fernandonovaes
1;A Casa da Massa;216;216;95;4S13ZWXQQR;JDRII6OH;846;5.571.951.486.020,00;04/11/2024 11:09;04/11/2024 11:09;6;Sequi veniam labore fugiat consequuntur dicta sunt rerum esse earum unde ratione provident atque quo.;Aperiam deleniti ratione quidem nam error animi.;04/11/2024 06:23;moraesyasmin;04/11/2024 14:04;catarinacastro
1;A Casa da Massa;217;217;1262;9T1G8RMIU2;6Z0EEK5L;107;5.551.990.976.146,00;12/11/2024 05:08;12/11/2024 05:08;6;Neque illo adipisci molestias aliquam minus consequatur beatae quaerat.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;11/11/2024 13:45;piresolivia;12/11/2024 11:17;da-costasofia
1;A Casa da Massa;218;218;1590;DZLPQNYI61;37QLZWE5;395;5.561.974.252.768,00;16/09/2024 04:11;16/09/2024 04:11;1;Perferendis nesciunt quam doloremque impedit sequi magnam impedit rem est ducimus ipsum labore aperiam.;Ut placeat quibusdam rem neque.;15/09/2024 05:47;natalia37;15/09/2024 16:33;da-pazbenjamin
1;A Casa da Massa;219;219;1333;AQALEDZLEK;QXXO1APL;569;5.581.953.015.403,00;22/09/2024 14:25;22/09/2024 17:20;2;Earum similique enim voluptatem iusto assumenda illo ea quibusdam velit ipsam rem accusamus eveniet nemo.;;22/09/2024 06:58;portoarthur;22/09/2024 21:42;stephany86
1;A Casa da Massa;220;220;1879;YNH9LD7VIN;SNVK8DQQ;156;5.571.975.241.861,00;08/09/2024 10:39;08/09/2024 10:39;6;Quidem quod culpa quibusdam consectetur sed dolore.;;07/09/2024 14:15;sarah94;07/09/2024 14:28;ferreiradanilo
1;A Casa da Massa;221;221;1152;5GC0IDHV5B;3IR24O8Q;623;5.581.936.111.660,00;23/01/2025 19:27;23/01/2025 21:30;2;Nam sapiente vitae eius nisi praesentium et placeat molestiae quod.;;22/01/2025 21:57;marcelaramos;23/01/2025 09:21;da-luzmilena
1;A Casa da Massa;222;222;456;5S1W9TQ1A0;XDCPPOCB;633;5.551.990.338.899,00;15/10/2024 21:30;15/10/2024 21:30;6;Culpa est doloremque similique odio perferendis mollitia vero illum quis itaque est doloribus.;;15/10/2024 08:09;dmartins;16/10/2024 04:39;ian01
